VVals,EpRet,EpLen,StopIter,LossPi,LossV,KL,ClipFrac,Entropy,DeltaLossPi,DeltaLossV,Epoch,Total_Steps
-1.1877757,-1.4887158359735226,5,4,-7.629394893626795e-09,0.7694656252861023,0.021257858723402023,0.35350000858306885,0.8954527974128723,-0.029913395464419956,-0.7596535747870803,60,244000
-1.9577008,-5.15029883749048,8,4,-3.051757957450718e-08,0.7125450968742371,0.02080342173576355,0.3425000309944153,0.8947433829307556,-0.029151811480520706,-0.7031372152268887,61,248000
-0.41363692,-2.941384552942867,3,4,1.9073487678156198e-08,0.6581748127937317,0.022406382486224174,0.3370000123977661,0.8940432667732239,-0.02950378179550306,-0.6474835984408855,62,252000
-1.1616514,-5.60176865754968,7,3,-2.9087068753597123e-08,0.6168083548545837,0.021413899958133698,0.2745000123977661,0.8932996988296509,-0.027150935277340693,-0.6061108857393265,63,256000
0.035956755,-4.996166071255689,8,3,-1.0991097099122271e-07,0.6078188419342041,0.023629426956176758,0.28325000405311584,0.8927003741264343,-0.01930557003616684,-0.5956843374297023,64,260000
-0.4702958,-5.597587564743855,5,3,3.7193299107229905e-08,0.5538545250892639,0.021104728803038597,0.2865000069141388,0.8921165466308594,-0.020920356675983243,-0.5437051774933934,65,264000
-1.2826031,-0.9433451969343902,5,3,-7.629394893626795e-09,0.6007185578346252,0.018778566271066666,0.31050002574920654,0.8915780186653137,-0.022375598371028538,-0.5885675679892302,66,268000
-1.902079,-0.42463966138412756,5,3,5.8889391141292435e-08,0.4987541139125824,0.021426133811473846,0.2980000078678131,0.8910468816757202,-0.020102336287500577,-0.487779407761991,67,272000
-0.45260307,-1.9785988507915908,5,3,-9.536743617033494e-10,0.4515906572341919,0.021890871226787567,0.3302500247955322,0.8904576897621155,-0.022113743215799286,-0.44139429181814194,68,276000
-1.8502609,-1.7040116184682894,4,3,-6.1988831845383174e-09,0.48410338163375854,0.017889127135276794,0.3057500123977661,0.8898795247077942,-0.021919004008173815,-0.4720216812565923,69,280000
-1.8192663,-2.719015681352082,5,3,-4.7683716530855236e-08,0.4681980311870575,0.02476627007126808,0.327750027179718,0.8892612457275391,-0.02361333817243505,-0.4577346919104457,70,284000
-1.2999716,-0.6376443683291386,3,3,7.152557435219364e-10,0.43189334869384766,0.026005638763308525,0.33150002360343933,0.8885743618011475,-0.02178490605950356,-0.4199816696345806,71,288000
-0.6903155,-5.423918642520126,8,3,9.727478555987545e-08,0.40160462260246277,0.02058461681008339,0.3050000071525574,0.8878281116485596,-0.020789511919026893,-0.38966113701462746,72,292000
-0.80947876,-2.255459470022488,4,3,2.956390510178153e-08,0.4070437252521515,0.02673158422112465,0.3537500202655792,0.8870384097099304,-0.021211972221733433,-0.3943497855216265,73,296000
-1.3136082,-1.9101893085213275,6,3,-3.814697446813398e-09,0.38810995221138,0.023659855127334595,0.32600000500679016,0.8861792683601379,-0.024173881769180117,-0.3758240845054388,74,300000
0.033489585,-1.2329803085089925,5,3,-2.0980836623607502e-08,0.33048051595687866,0.022275609895586967,0.3602500259876251,0.885309100151062,-0.02063256639242006,-0.31985808722674847,75,304000
-0.38117415,-2.6731208378222333,5,2,-1.9073487678156198e-08,0.2978038489818573,0.01879367232322693,0.19950000941753387,0.8843743205070496,-0.018009490817783913,-0.28697502333670855,76,308000
-0.72190607,-1.7342007383951552,5,3,-3.8146975356312396e-08,0.27443140745162964,0.028683854267001152,0.3775000274181366,0.8837373852729797,-0.021983365565535706,-0.26480989437550306,77,312000
-1.637748,-1.0661395373455447,4,2,-4.1961673247215003e-08,0.2609306573867798,0.018481861799955368,0.25950002670288086,0.8828616738319397,-0.01614770939945842,-0.24930025450885296,78,316000
-1.6563092,-1.3186306356967505,4,2,-4.804134690061801e-08,0.23167994618415833,0.017554813995957375,0.31425002217292786,0.8823115229606628,-0.01658307799696601,-0.22094851918518543,79,320000
-1.8238693,-4.482067521609862,4,2,-7.629394893626795e-09,0.1960190236568451,0.017508981749415398,0.2840000092983246,0.8817432522773743,-0.014015662305056686,-0.1863613212481141,80,324000
-1.4086857,-0.9951562872756765,3,2,2.9087068753597123e-08,0.20965000987052917,0.02252584509551525,0.27425000071525574,0.8811599612236023,-0.014166183985771852,-0.2001375975087285,81,328000
-2.106472,-1.369352466959844,5,2,-2.6226045335420167e-08,0.1909569352865219,0.022821076214313507,0.30125001072883606,0.8805795907974243,-0.015285377241669451,-0.18154539819806814,82,332000
-1.5400763,-1.2264465437294558,4,2,3.600120734859047e-08,0.16974866390228271,0.016893357038497925,0.3267500102519989,0.8799988627433777,-0.018494012445213315,-0.1607750291004777,83,336000
0.031436473,-0.6322640108434749,3,2,5.340576336720915e-08,0.13500812649726868,0.025011613965034485,0.3487500250339508,0.8794111013412476,-0.014572268672289113,-0.126496491022408,84,340000
-0.8186079,-0.9720099335364021,3,2,-5.149841442175784e-08,0.11846952885389328,0.025995148345828056,0.3602500259876251,0.8787781596183777,-0.010238804578779792,-0.11014259420335293,85,344000
0.029398352,-0.465115017090419,3,2,-5.149841442175784e-08,0.1108517050743103,0.017792584374547005,0.335750013589859,0.878129243850708,-0.016071245729921912,-0.10273769125342369,86,348000
-1.1588871,-0.9071227339824277,4,2,7.343292907080468e-08,0.09623205661773682,0.023733362555503845,0.30800002813339233,0.8775045275688171,-0.01424116254598573,-0.08787336945533752,87,352000
-0.68233633,-1.4596360518795801,5,2,2.6702881683604573e-08,0.09146257489919662,0.021133868023753166,0.33925002813339233,0.8768959641456604,-0.014125805974007477,-0.08246857300400734,88,356000
0.02978316,-0.7020317686385338,4,2,-4.1961673247215003e-08,0.08909809589385986,0.019339963793754578,0.2980000078678131,0.8762853145599365,-0.012764318794008744,-0.07912489399313927,89,360000
-1.5797381,-0.7112347948450111,4,2,5.340576336720915e-08,0.0841410830616951,0.02135252207517624,0.3007500171661377,0.8756471276283264,-0.013082810066642026,-0.07552974857389927,90,364000
0.028468728,-1.0265518532133229,3,2,-7.152557657263969e-08,0.08025603741407394,0.023555004969239235,0.3617500066757202,0.8750131726264954,-0.011341768503186245,-0.07169846165925264,91,368000
-1.5552324,-1.2356324443067723,5,2,-3.2424928519958485e-08,0.06496989727020264,0.03102106600999832,0.37800002098083496,0.8743590116500854,-0.010217459112404015,-0.057239904534071684,92,372000
-1.1164615,-3.305978462148703,5,2,1.76429750808893e-08,0.07302036136388779,0.02603643201291561,0.33500000834465027,0.8737083077430725,-0.01129981870204233,-0.0628551971167326,93,376000
-1.374336,-0.5041305398250631,4,2,-3.051757957450718e-08,0.0612177699804306,0.022610798478126526,0.3082500100135803,0.8730234503746033,-0.015052647545932274,-0.05279951635748148,94,380000
0.029034138,-0.8354435020028784,4,2,5.054474172538903e-08,0.05998573452234268,0.02817147970199585,0.3555000126361847,0.8723033666610718,-0.012006740339103317,-0.050763667561113834,95,384000
-1.9791477,-0.9096984853166905,4,2,-4.577636758540393e-08,0.06465886533260345,0.024759678170084953,0.3177500069141388,0.8715798854827881,-0.012577795282005866,-0.05625665280967951,96,388000
-1.7346877,-0.6952666501842758,5,2,5.483627774083288e-09,0.05141892656683922,0.022800518199801445,0.3317500054836273,0.8708520531654358,-0.00934276439994619,-0.042786894366145134,97,392000
-0.71677357,-0.5274938320580955,3,2,-3.0040741449965935e-08,0.06330689042806625,0.018770020455121994,0.2837500274181366,0.8701445460319519,-0.012818562559782976,-0.05265222117304802,98,396000
-1.3052567,-2.1697436069747895,3,2,-2.0980836623607502e-08,0.05093105509877205,0.01750870607793331,0.2695000171661377,0.8694452047348022,-0.011288097567854649,-0.04202390182763338,99,400000
0.030768901,-0.6085172096851456,4,3,2.574920721087892e-08,0.05258077383041382,0.024463320150971413,0.4010000228881836,0.8687931299209595,-0.012987631045282555,-0.043251766823232174,100,404000
-1.3868494,-0.4986508628091518,3,3,-7.629394893626795e-09,0.05186251923441887,0.021765217185020447,0.3177500069141388,0.8677851557731628,-0.02019857411086523,-0.04364661779254675,101,408000
-1.2903994,-0.4380809262643234,4,3,2.3841858265427618e-08,0.05379427224397659,0.026338353753089905,0.35200002789497375,0.8667327165603638,-0.018990460410714505,-0.04449600074440241,102,412000
0.031117052,-0.6533261987667741,4,3,-6.484985703991697e-08,0.04457670822739601,0.026370661333203316,0.3347500264644623,0.8656139373779297,-0.01930731755494719,-0.03642572648823261,103,416000
-0.6347356,-1.0384709866657011,3,2,7.247925282172218e-08,0.04455414414405823,0.02112760953605175,0.2485000044107437,0.864549458026886,-0.01726134850085259,-0.03659667540341616,104,420000
-0.65374935,-0.6564457098804782,3,2,8.726120626079137e-08,0.03833760321140289,0.023679222911596298,0.32225000858306885,0.863842248916626,-0.010249203719205013,-0.03051914367824793,105,424000
-1.1199353,-0.7541501368488184,4,2,8.392334649443001e-08,0.04576258361339569,0.024161824956536293,0.3335000276565552,0.8631142377853394,-0.011772749118513559,-0.03675062861293554,106,428000
0.11124134,-1.1199005509158517,4,2,8.678436813625012e-08,0.04412635415792465,0.018360793590545654,0.2905000150203705,0.8623964786529541,-0.011440887287264445,-0.03622571658343077,107,432000
-0.63793695,-0.7838508366567385,4,2,1.7118455275522138e-07,0.04193633422255516,0.01612630859017372,0.2225000113248825,0.861731767654419,-0.015036264255655851,-0.03536955127492547,108,436000
-1.3212253,-0.4773003139736883,3,2,1.1444092251622351e-07,0.043226458132267,0.021859077736735344,0.24550001323223114,0.8610695004463196,-0.015163130946461933,-0.03515036590397358,109,440000
-1.7762334,-0.681554985962134,5,2,-1.2016296579986374e-07,0.04009002074599266,0.01855163648724556,0.27650001645088196,0.8603934049606323,-0.014929410979149793,-0.03328938316553831,110,444000
-1.1287273,-0.37259823677804427,4,2,3.2424928519958485e-08,0.03585001081228256,0.024722151458263397,0.3382500112056732,0.8596783876419067,-0.016463017851116035,-0.028892957139760256,111,448000
-0.67330337,-4.682304351697387,4,2,-1.420974768961969e-07,0.03663745895028114,0.023405933752655983,0.30425000190734863,0.8589568734169006,-0.01116182694583756,-0.03029897389933467,112,452000
0.032432795,-0.3405958617225364,4,2,-2.8610229740877458e-09,0.02922462485730648,0.027688873931765556,0.3565000295639038,0.8582387566566467,-0.011750646799802755,-0.023174602538347244,113,456000
-1.4932508,-0.45520412601912247,3,2,8.296967024534752e-08,0.034560952335596085,0.019637666642665863,0.29375001788139343,0.8575047254562378,-0.009782109491531799,-0.02699437877163291,114,460000
-0.5401006,-0.07544691843860041,5,2,-4.148483512267376e-08,0.03799056634306908,0.024603260681033134,0.27150002121925354,0.8567415475845337,-0.012031175620851542,-0.030913763679564,115,464000
0.0334889,-7.174650252758557,4,2,-6.866455493081958e-08,0.033061061054468155,0.018744707107543945,0.3022500276565552,0.8559684753417969,-0.01490792191773238,-0.02568468078970909,116,468000
0.0351187,-0.3610499658931119,4,2,2.956390510178153e-08,0.0340055413544178,0.016701245680451393,0.3297500014305115,0.8552125692367554,-0.011049360729755264,-0.027098230551928282,117,472000
0.034807533,-0.37645455929296334,4,2,-4.863739277993773e-08,0.029844598844647408,0.020572097972035408,0.2917500138282776,0.8544697165489197,-0.011129642628130654,-0.023491331841796637,118,476000
-0.5800577,-0.4796664217411808,4,2,-2.2888183792701966e-08,0.024748658761382103,0.023118890821933746,0.296500027179718,0.8537442684173584,-0.009892300166189472,-0.018932320177555084,119,480000
0.03522414,-0.3407521801293979,4,2,1.0967255548166577e-08,0.026874402537941933,0.022807955741882324,0.3345000147819519,0.8530278205871582,-0.013436742849648908,-0.02062893845140934,120,484000
-0.58282244,-0.5384422308326597,4,2,-4.577636758540393e-08,0.021818162873387337,0.023610692471265793,0.29375001788139343,0.8523234128952026,-0.007230654217302401,-0.016805479768663645,121,488000
0.035694003,-0.8090158449403251,4,2,9.536743617033494e-10,0.021391144022345543,0.02680094912648201,0.304500013589859,0.8516238331794739,-0.01101456212252383,-0.01608345005661249,122,492000
0.046396077,-0.3380001367845231,4,2,-3.433227746540979e-08,0.026465116068720818,0.023814767599105835,0.3657500147819519,0.8509093523025513,-0.011983511164782357,-0.020381088834255934,123,496000
-1.1699209,-0.6438515901464382,4,2,4.1961673247215003e-08,0.024523019790649414,0.01981230638921261,0.32350000739097595,0.8501805067062378,-0.009096194110814082,-0.018877188675105572,124,500000
-0.59262073,-3.1656473833021623,5,2,-4.7683716530855236e-08,0.02459976263344288,0.018160084262490273,0.2837500274181366,0.8494726419448853,-0.010718554072081332,-0.01883640931919217,125,504000
